Date,Narration,Voucher Type,Debit,Credit,Amount,Bank Ledger,Contra Ledger,Balance,Reference
27-05-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKGOVTADIWASIBALAK:STATE BANK OFINDIA,Payment,200000.00,,200000.00,H D F C Bank Jhabua 50200060244460,A,179399.32,HDFCN52025052756456112
27-05-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025052721483,Payment,29228.00,,29228.00,H D F C Bank Jhabua 50200060244460,A,150171.32,HDFCN52025052756456210
28-05-2025,"NEFTDR-BDBL0001230-SHREEPREMTRADERSI NDORE-NETBANK, MUM-HDFCN5202505275645611 2-BILL",Receipt,,5745.00,5745.00,H D F C Bank Jhabua 50200060244460,Prem Traders Indore,155916.32,UTIBN62025052831140357
29-05-2025,"NEFTDR-BDBL0001230-SHREEPREMTRADERSI NDORE-NETBANK, MUM-HDFCN5202505275645621 0-BILL",Receipt,,2525.00,2525.00,H D F C Bank Jhabua 50200060244460,Prem Traders Indore,158441.32,UTIBN62025052941133617
30-05-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025052831140,Receipt,,2040.00,2040.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,160481.32,UTIBN62025053050633312
31-05-2025,UMARRATANLAL,Receipt,,13140.00,13140.00,H D F C Bank Jhabua 50200060244460,A,173621.32,UTIBN62025053160830283
01-06-2025,GANDHI-UTIBN62025053050633,Receipt,,2525.00,2525.00,H D F C Bank Jhabua 50200060244460,A,176146.32,UTIBN62025060170924010
02-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025053160830,Receipt,,4510.00,4510.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,180656.32,UTIBN62025060279880558
03-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060170924,Receipt,,3110.00,3110.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,183766.32,UTIBN62025060390727870
03-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060279880,Payment,34300.00,,34300.00,H D F C Bank Jhabua 50200060244460,A,149466.32,HDFCN52025060369919439
03-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060390727,Payment,18470.00,,18470.00,H D F C Bank Jhabua 50200060244460,A,130996.32,0000515414316310
04-06-2025,"NEFTDR-SBIN0002888-NANALALMIYACHAND NA HARRANAPUR-NETBANK, MUM-HDFCN5202506036 9919439-BILL",Receipt,,3230.00,3230.00,H D F C Bank Jhabua 50200060244460,A,134226.32,UTIBN62025060400899201
05-06-2025,UMARRATANLAL,Receipt,,1980.00,1980.00,H D F C Bank Jhabua 50200060244460,A,136206.32,UTIBN62025060511338669
05-06-2025,GANDHI-UTIBN62025060400899,Payment,4.02,,4.02,H D F C Bank Jhabua 50200060244460,A,136202.30,CDT2515433227450
06-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060511338 JANMAR25INSTAALERTCHG17SMS040425-CDT 2515433227450,Receipt,,835.00,835.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,137037.30,UTIBN62025060622044932
07-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060622044,Receipt,,5070.00,5070.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,142107.30,UTIBN62025060733007046
07-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060733007 EMI801020320CHQS80102032000410625801 020320,Payment,54498.00,,54498.00,H D F C Bank Jhabua 50200060244460,A,87609.30,000000000000000
09-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025060950293,Receipt,,25394.00,25394.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,113003.30,UTIBN62025060950293421
09-06-2025,UPI-AMITGANDHI-Q014677220@YBL-NA-100724 773603-AMITGANDHI,Payment,1.00,,1.00,H D F C Bank Jhabua 50200060244460,Amit Gandhi,113002.30,0000100724773603
09-06-2025,UPI-AMITGANDHI-9617053332@AXL-NA-100724 781335-AMITGANDHI HGAHP07CC10640481215-MPPASCHIMKS-BILLPAY -50200026202917,Payment,1.00,,1.00,H D F C Bank Jhabua 50200060244460,Amit Gandhi,113001.30,0000100724781335
09-06-2025,No Description,Payment,3555.00,,3555.00,H D F C Bank Jhabua 50200060244460,A,109446.30,0000000318936622
09-06-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A,Receipt,,16500.00,16500.00,H D F C Bank Jhabua 50200060244460,A,125946.30,0000000000658177
09-06-2025,DHIKSHAKBALAKAASHRAMFUTTALABBADA :STA TEBANKOFINDIA,Receipt,,12000.00,12000.00,H D F C Bank Jhabua 50200060244460,A,137946.30,0000000000658178
09-06-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKBALAKAASHRAMEUTTALABBADA :ST ATEBANKOFINDIA,Receipt,,15530.00,15530.00,H D F C Bank Jhabua 50200060244460,A,153476.30,0000000000697739
10-06-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKGOVTADIWASIBALAKSENIORCH B :STATEBANKOFINDIA,Receipt,,20822.00,20822.00,H D F C Bank Jhabua 50200060244460,A,174298.30,UTIBN62025061060406115
11-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061060406,Receipt,,7335.00,7335.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,181633.30,UTIBN62025061171189135
12-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061171189,Receipt,,17215.00,17215.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,198848.30,UTIBN62025061281959867
13-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061281959,Receipt,,730.00,730.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,199578.30,UTIBN62025061391813143
14-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI,Receipt,,260.00,260.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,199838.30,UTIBN62025061401965209
15-06-2025,TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061401965,Receipt,,460.00,460.00,H D F C Bank Jhabua 50200060244460,A,200298.30,UTIBN62025061510948479
16-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061510948,Receipt,,4600.00,4600.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,204898.30,UTIBN62025061619679637
17-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061619679,Receipt,,4710.00,4710.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,209608.30,UTIBN62025061730436674
17-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061730436 50200031127073-TPT-PAID-SHRIJAYANTTRAD ERS 50200045981636-TPT-PAID-SHREESHANTINATH TRADERS,Receipt,,105782.00,105782.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,315390.30,0000000287452235
17-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025061840281,Receipt,,60888.00,60888.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,376278.30,0000000287523928
18-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK,Receipt,,33568.16,33568.16,H D F C Bank Jhabua 50200060244460,Phone Pyee,409846.46,UTIBN62025061840281952
19-06-2025,No Description,Receipt,,13500.00,13500.00,H D F C Bank Jhabua 50200060244460,A,423346.46,UTIBN62025061950746045
19-06-2025,UMARRATANLAL,Payment,6574.00,,6574.00,H D F C Bank Jhabua 50200060244460,A,416772.46,0000517012390286
20-06-2025,GANDHI-UTIBN62025061950746,Receipt,,17890.00,17890.00,H D F C Bank Jhabua 50200060244460,A,434662.46,UTIBN62025062060384624
20-06-2025,IMPS-517012390286-MANISHKOTHARIJHABUA 2-HDFC-XXXXXXXXXX8507-GSTCHALAN,Payment,35653.00,,35653.00,H D F C Bank Jhabua 50200060244460,Manish Kothari,399009.46,0000009862184644
21-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062060384 ACHD-AXISBANK-6853C07FAA278BCAB5A4908,Receipt,,5165.00,5165.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,404174.46,UTIBN62025062170650672
22-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062170650,Receipt,,26625.00,26625.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,430799.46,UTIBN62025062280653701
23-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062280653,Receipt,,2930.00,2930.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,433729.46,UTIBN62025062389286777
23-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062389286,Payment,113460.00,,113460.00,H D F C Bank Jhabua 50200060244460,A,320269.46,HDFCN52025062307632329
23-06-2025,"NEFTDR-ICIC0004061-TULSITRADERS-NETBAN K,MUM-HDFCN52025062307632329-BILL",Payment,68075.00,,68075.00,H D F C Bank Jhabua 50200060244460,A,252194.46,HDFCN52025062307660793
24-06-2025,"NEFTDR-UTIB0001793-RATNRAJPROVHIJANST OREJOBAT-NETBANK, MUM-HDFCN520250623076 60793-BILL",Receipt,,54110.00,54110.00,H D F C Bank Jhabua 50200060244460,A,306304.46,UTIBN62025062499
25-06-2025,TED-PAYMENTAGGREGATOR,Receipt,,17965.00,17965.00,H D F C Bank Jhabua 50200060244460,A,324269.46,302246
26-06-2025,ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062499302,Receipt,,3105.00,3105.00,H D F C Bank Jhabua 50200060244460,A,327374.46,UTIBN62025062509153105
27-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062509153,Receipt,,17460.00,17460.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,344834.46,UTIBN62025062618949073
28-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062618949,Receipt,,6790.00,6790.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,351624.46,UTIBN62025062729233458
28-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062729233,Payment,18490.00,,18490.00,H D F C Bank Jhabua 50200060244460,A,333134.46,UTIBN62025062839274498
28-06-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062839274,Payment,3130.00,,3130.00,H D F C Bank Jhabua 50200060244460,A,330004.46,0000517915351546
29-06-2025,IMPS-517915351546-GURUJITRADINGCOMPANY JOBAT-HDFC-XXXXXXXXXX0119-BILL,Receipt,,19190.00,19190.00,H D F C Bank Jhabua 50200060244460,Guruji Trading Comp.Jobat,349194.46,HDFCN52025062817586293
30-06-2025,TED-PAYMENTAGGREGATOR,Receipt,,44669.00,44669.00,H D F C Bank Jhabua 50200060244460,A,393863.46,680231
01-07-2025,ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025062948680,Receipt,,9890.00,9890.00,H D F C Bank Jhabua 50200060244460,A,403753.46,UTIBN62025063057716131
02-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025063057716,Payment,200000.00,,200000.00,H D F C Bank Jhabua 50200060244460,A,203753.46,UTIBN62025070170387996
02-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070170387,Receipt,,9660.00,9660.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,213413.46,HDFCN52025070225539469
03-07-2025,"NEFTDR-KKBK0000826-RAJINDUSRIESDAHOD- NETBANK,MUM-HDFCN52025070225539469-BILL",Receipt,,9545.00,9545.00,H D F C Bank Jhabua 50200060244460,A,222958.46,UTIBN62025070282949978
03-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070282949,Receipt,,298300.00,298300.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,521258.46,UTIBN62025070393702148
03-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070393702,Payment,60000.00,,60000.00,H D F C Bank Jhabua 50200060244460,A,461258.46,ICICR42025070300502852
04-07-2025,ARSMAMA,Receipt,,36500.00,36500.00,H D F C Bank Jhabua 50200060244460,A,497758.46,UTIBN62025070407261637
05-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070407261,Receipt,,1200.00,1200.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,498958.46,UTIBN62025070519541130
06-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070519541,Receipt,,3901.00,3901.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,502859.46,UTIBN62025070630741834
07-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070630741,Receipt,,67840.00,67840.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,570699.46,UTIBN62025070739861438
07-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070739861 EMI801020320CHQS80102032000510725801 020320,Payment,54498.00,,54498.00,H D F C Bank Jhabua 50200060244460,A,516201.46,000000000000000
08-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025070851502,Receipt,,92520.00,92520.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,608721.46,UTIBN62025070851502214
09-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL,Receipt,,13740.00,13740.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,622461.46,UTIBN62025070962842771
10-07-2025,GANDHI-UTIBN62025070962842,Receipt,,93607.00,93607.00,H D F C Bank Jhabua 50200060244460,A,716068.46,UTIBN62025071074012055
11-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071074012,Receipt,,3640.00,3640.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,719708.46,UTIBN62025071185015380
12-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071185015,Receipt,,28300.00,28300.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,748008.46,UTIBN62025071296730237
13-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071296730,Receipt,,5910.00,5910.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,753918.46,UTIBN62025071307034539
13-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071307034,Payment,67522.00,,67522.00,H D F C Bank Jhabua 50200060244460,A,686396.46,0000519409341880
13-07-2025,IMPS-519409341880-BAJRANGNAMKEEN BHANDA RBAGH-HDFC-XXXXXXXXXX5120-BILL,Payment,22850.00,,22850.00,H D F C Bank Jhabua 50200060244460,BAJRANG NAMKEEN BHANDAR BAGH,663546.46,HDFCN52025071352753000
14-07-2025,"NEFTDR-UTIB0001793-RATNRAJPROVHIJANST OREJOBAT-NETBANK, MUM-HDFCN520250713527 53000-BILL",Receipt,,83181.00,83181.00,H D F C Bank Jhabua 50200060244460,A,746727.46,UTIBN62025071416816834
14-07-2025,GANDHI-UTIBN62025071416816,Payment,500000.00,,500000.00,H D F C Bank Jhabua 50200060244460,A,246727.46,HDFCN52025071453806147
15-07-2025,"NEFTDR-BKID0009813-CHOUDHARY INTERPRISE -NETBANK,MUM-HDFCN52025071453806147-SAN JAYBHAITANDA",Receipt,,18380.00,18380.00,H D F C Bank Jhabua 50200060244460,Choudhary Enterprises,265107.46,UTIBN62025071528187159
15-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071528187,Payment,141269.00,,141269.00,H D F C Bank Jhabua 50200060244460,A,123838.46,HDFCN52025071557685274
15-07-2025,"NEFTDR-BDBL0001230-SHREEPREMTRADERSI NDORE-NETBANK, MUM-HDFCN5202507155768527 4-BILL",Payment,12600.00,,12600.00,H D F C Bank Jhabua 50200060244460,Prem Traders Indore,111238.46,HDFCN52025071557687862
16-07-2025,"NEFTDR-BKID0009801-SHYAMSEVBHANDAR BA G-NETBANK,MUM-HDFCN52025071557687862-BI LL",Receipt,,35477.14,35477.14,H D F C Bank Jhabua 50200060244460,A,146715.60,UTIBN62025071639414310
17-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071639414,Receipt,,92115.00,92115.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,238830.60,UTIBN62025071750661885
17-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071750661,Receipt,,21667.00,21667.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,260497.60,0000000000824323
17-07-2025,NEFTDR-KKBK0000826-RAJINDUSRIESDAHOD-,Payment,200000.00,,200000.00,H D F C Bank Jhabua 50200060244460,A,60497.60,HDFCN52025071761491428
18-07-2025,"NETBANK,MUM-HDFCN52025071761491428-BILL",Receipt,,111076.00,111076.00,H D F C Bank Jhabua 50200060244460,A,171573.60,UTIBN62025071861857741
19-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071861857,Receipt,,3930.00,3930.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,175503.60,UTIBN62025071972882339
20-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025071972882,Receipt,,2805.00,2805.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,178308.60,UTIBN62025072085337729
20-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072085337 ACHD-AXISBANK-687B8831C5DA57B7D6F0847,Payment,35653.00,,35653.00,H D F C Bank Jhabua 50200060244460,Axis Bank Ltd,142655.60,0000001074254495
21-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072195219,Receipt,,7510.00,7510.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,150165.60,UTIBN62025072195219340
22-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072205938,Receipt,,3180.00,3180.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,153345.60,UTIBN62025072205938959
23-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL,Receipt,,2445.00,2445.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,155790.60,UTIBN62025072316877739
24-07-2025,GANDHI-UTIBN62025072316877,Receipt,,29615.00,29615.00,H D F C Bank Jhabua 50200060244460,A,185405.60,UTIBN62025072427822135
25-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072427822,Receipt,,137606.12,137606.12,H D F C Bank Jhabua 50200060244460,Phone Pyee,323011.72,UTIBN62025072538444416
26-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072538444,Receipt,,820.00,820.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,323831.72,UTIBN62025072649273523
27-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072649273,Receipt,,20495.00,20495.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,344326.72,UTIBN62025072759082010
28-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072759082,Receipt,,290.00,290.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,344616.72,UTIBN62025072868389929
29-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072868389,Receipt,,3180.00,3180.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,347796.72,UTIBN62025072979106752
30-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025072979106,Receipt,,4630.00,4630.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,352426.72,UTIBN62025073089
31-07-2025,TED-PAYMENTAGGREGATOR,Receipt,,25000.00,25000.00,H D F C Bank Jhabua 50200060244460,A,377426.72,142054
31-07-2025,ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025073089142,Payment,52750.00,,52750.00,H D F C Bank Jhabua 50200060244460,A,324676.72,UTIBN62025073100478995
31-07-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025073100478,Payment,49600.00,,49600.00,H D F C Bank Jhabua 50200060244460,A,275076.72,HDFCN52025073184418829
01-08-2025,"NEFTDR-SBIN0030418-JAYANTRAJMARKETING INDORE-NETBANK, MUM-HDFCN520250731844188 29-BILL",Receipt,,1800.00,1800.00,H D F C Bank Jhabua 50200060244460,Jayant Raj Marketing Indore1,276876.72,HDFCN52025073184420526
02-08-2025,"NEFTDR-ICIC0004061-TULSITRADERS-NETBAN K,MUM-HDFCN52025073184420526-BILL",Receipt,,68870.00,68870.00,H D F C Bank Jhabua 50200060244460,A,345746.72,UTIBN62025080112120804
03-08-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025080112120,Receipt,,37515.00,37515.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,383261.72,UTIBN62025080223646418
04-08-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025080223646,Receipt,,3807.56,3807.56,H D F C Bank Jhabua 50200060244460,Phone Pyee,387069.28,UTIBN62025080334399208
05-08-2025,ESCROW-VIRENDRAK,Receipt,,1970.12,1970.12,H D F C Bank Jhabua 50200060244460,A,389039.40,UTIBN62025080554603466
06-08-2025,UMARRATANLAL GANDHI-UTIBN62025080443658,Receipt,,5805.16,5805.16,H D F C Bank Jhabua 50200060244460,A,394844.56,UTIBN62025080665855661
07-08-2025,NEFTCR-UTIB0001506-PHONEPEPRIVATELIMI TED-PAYMENTAGGREGATOR ESCROW-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025080554603,Receipt,,2370.00,2370.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,397214.56,UTIBN62025080776919145
07-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025080665855,Payment,54498.00,,54498.00,H D F C Bank Jhabua 50200060244460,A,342716.56,000000000000000
